bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),número_do_testemunho,profundidade_do_plugue_(m),orientação_do_plugue_(h_ou_v),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,479.1,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,479.4,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,479.8,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,480.1,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,480.2,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,480.6,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,480.6,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,480.9,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,481.5,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,481.8,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,482.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,483.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,484.0,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,484.4,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,486.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,487.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,5.0,487.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,488.1,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,488.5,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,488.5,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,488.8,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,489.1,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,489.7,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,490.1,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,490.6,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,491.0,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,491.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,491.5,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,491.8,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,492.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,492.4,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,492.8,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,492.8,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,493.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,493.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,493.7,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,493.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,494.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,494.6,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,495.0,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,495.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,495.8,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,496.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,496.4,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,6.0,496.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,497.1,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,497.5,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,497.5,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,497.8,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,498.2,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,498.7,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,499.1,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,499.4,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,500.0,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,500.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,500.3,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,500.8,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,500.8,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,501.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,501.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,501.7,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,502.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,502.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,502.6,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,503.0,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,503.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,503.5,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,503.9,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,504.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,504.4,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,504.8,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,505.0,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,505.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,7.0,505.3,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,506.2,H,1,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,506.2,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,506.6,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,507.3,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,507.3,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,507.6,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,508.3,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,508.3,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,508.5,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,508.9,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,509.2,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,509.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,509.5,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,509.8,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,510.1,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,510.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,511.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,511.1,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,511.4,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,512.0,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,512.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,512.6,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,512.6,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,513.2,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,514.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,514.3,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,8.0,514.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,9.0,521.7,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,9.0,522.0,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,528.5,H,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,528.8,V,2,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,529.1,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,530.3,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,530.6,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,531.2,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,531.2,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,531.6,V,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400443700.0,7-CS-52-BA,10.0,531.6,H,3,3.0,1985-11-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.0,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.4,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.4,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.7,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.7,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.9,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,525.9,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,526.3,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,526.3,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,526.5,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,526.5,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,526.7,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,526.7,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.0,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.0,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.2,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.2,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.6,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.6,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.8,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,527.8,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,528.4,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,528.4,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,528.6,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,528.6,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,528.8,V,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400096600.0,7-CS-6-BA,1.0,528.8,H,1,1.0,1960-08-21,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,330.2,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,330.5,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,330.5,V,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,331.1,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,331.5,V,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,331.5,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,332.1,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,332.4,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,332.4,V,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,332.7,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,333.0,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,333.4,V,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,333.4,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,333.7,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,334.3,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,334.3,V,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,334.7,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,335.0,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,335.4,V,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,335.4,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,341.7,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,342.0,V,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,342.0,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,343.8,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,344.1,H,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,2.0,344.1,V,7,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,3.0,354.5,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,3.0,354.8,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,3.0,357.2,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,3.0,358.6,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,3.0,359.0,V,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400482800.0,7-CS-75-BA,3.0,359.0,H,1,8.0,1987-04-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
