poco,cadastro,operador,poco_operador,estado,bacia,bloco,sig_campo,campo,terra_mar,poco_pos_anp,tipo,categoria,reclassificacao,situacao,início,término,conclusao,titularidade,latitude_base_4c,longitude_base_4c,latitude_base_dd,longitude_base_dd,datum_horizontal,tipo_de_coordenada_de_base,direcao,profundidade_vertical_m,profundidade_sondador_m,profundidade_medida_m,referencia_de_profundidade,mesa_rotativa,cota_altimetrica_m,lamina_d_agua_m,datum_vertical,unidade_estratigrafica,geologia_grupo_final,geologia_formacao_final,geologia_membro_final,cdpe,agp,pc,pag,perfis_convencionais,durante_perfuracao,perfis_digitais,perfis_processados,perfis_especiais,amostra_lateral,sismica,tabela_tempo_profundidade,dados_direcionais,teste_a_cabo,teste_de_formacao,canhoneio,testemunho,geoquimica,sig_sonda,nom_sonda,atingiu_presal,dha_atualizacao
7-ITP-5D-RJS,74316029909,Petrobras,7-ITP-5D-RJS,RJ,Santos,nan,ITP  ,ITAPU,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2022-10-14,2023-08-18,2023-08-25,Confidencial,"	-24:46:38,878","	-42:42:12,935","-24,7774661111","-42,7035930555",SIRGAS2000,Definitiva,Direcional,-5535.0,5591.0,5561.0,MR,26.0,0.0,2015.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-44,LAGUNA STAR,S,2024-11-24
7-JUB-11HPA-ESS,34281024079,Petrobras,7JUB11HPAESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2009-08-02,2009-08-22,2010-01-06,Público,"	-21:16:12,967","	-40:03:07,060","-21,2702686111","-40,0519611111",SIRGAS2000,Definitiva,Horizontal,-2869.0,3971.0,3971.0,MR,19.0,0.0,1269.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-60,ENSCO 6003,N,2024-11-24
7-JUB-11HP-ESS,34281024047,Petrobras,7JUB11HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO PERMANENTEMENTE,2009-07-21,2009-07-28,2009-08-02,Público,"	-21:16:13,000","	-40:03:06,986","-21,2702777777","-40,0519405555",SIRGAS2000,Definitiva,Horizontal,2857.0,0.0,3202.0,MR,19.0,0.0,1269.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-60,ENSCO 6003,I,2024-11-24
7-JUB-13HP-ESS,34281024463,Petrobras,7JUB13HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2009-12-07,2010-01-13,2010-04-22,Público,"	-21:14:45,794","	-40:00:33,440","-21,2460538888","-40,0092888888",SIRGAS2000,Definitiva,Horizontal,2849.0,4100.0,4100.0,MR,19.0,0.0,1354.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-60,ENSCO 6003,N,2024-11-24
7-JUB-14H-ESS,34281024292,Petrobras,7JUB14HESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,2009-10-28,2009-10-29,2009-11-05,Público,"	-21:14:08,098","	-40:01:42,932","-21,2355827777","-40,0285922222",SIRGAS2000,Definitiva,Horizontal,1374.0,0.0,1374.0,MR,12.0,0.0,1319.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-09,S. C. LANCER,nan,2024-11-24
7-JUB-16HP-ESS,34281025029,Petrobras,7JUB16HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2010-09-06,2010-11-13,2011-03-09,Público,"	-21:15:02,017","	-40:01:55,777","-21,2505602777","-40,0321602777",SIRGAS2000,Definitiva,Horizontal,2819.0,3998.0,3998.0,MR,19.0,0.0,1299.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,N,2024-11-24
7-JUB-18HP-ESS,34281025074,Petrobras,7JUB18HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2010-09-26,2010-10-16,2010-12-02,Público,"	-21:15:58,581","	-40:02:52,866","-21,2662725","-40,0480183333",SIRGAS2000,Definitiva,Horizontal,2865.0,4056.0,4056.0,MR,19.0,0.0,1266.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-61,ENSCO 6004,N,2024-11-24
7-JUB-22HP-ESS,34281025206,Petrobras,7JUB22HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,ABANDONADO POR OBJETIVO FORA DE PREVISÃO,ABANDONADO PERMANENTEMENTE,2010-11-23,2010-12-23,2010-12-23,Público,"	-21:13:55,367","	-40:00:58,458","-21,2320463888","-40,0162383333",SIRGAS2000,Definitiva,Horizontal,2908.0,3665.0,3665.0,MR,19.0,0.0,1345.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-57,ENSCO 6002,N,2024-11-24
7-JUB-27HP-ESS,34281025486,Petrobras,7JUB27HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2011-04-29,2011-06-17,2011-10-09,Público,"	-21:14:28,071","	-40:01:38,438","-21,2411308333","-40,0273438888",SIRGAS2000,Definitiva,Horizontal,2794.0,4010.0,4010.0,MR,19.0,0.0,1314.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-60,ENSCO 6003,N,2024-11-24
7-JUB-31H-ESS,34281025451,Petrobras,7JUB31HESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2011-04-09,2011-11-07,2011-12-23,Público,"	-21:14:49,863","	-40:00:50,524","-21,2471841666","-40,0140344444",SIRGAS2000,Definitiva,Horizontal,2842.0,4149.0,4149.0,MR,19.0,0.0,1350.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-60,ENSCO 6003,N,2024-11-24
7-JUB-33H-ESS,34281025490,Petrobras,7JUB33HESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2011-05-01,2011-06-30,2011-07-25,Público,"	-21:14:06,138","	-40:01:19,434","-21,2350383333","-40,022065",SIRGAS2000,Definitiva,Horizontal,2855.0,3971.0,3971.0,MR,19.0,0.0,1330.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-57,ENSCO 6002,N,2024-11-24
7-JUB-36-ESS,34281026530,Petrobras,7JUB36ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2012-09-14,2013-03-20,2013-06-03,Público,"	-21:15:36,176","	-39:59:38,899","-21,2600488888","-39,9941386111",SIRGAS2000,Definitiva,Vertical,4674.0,4828.0,4828.0,MR,26.0,0.0,1390.0,NM,nan,nan,nan,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-55,OCEAN ALLIANCE,S,2024-11-24
7-JUB-43-ESS,34281027356,Petrobras,7JUB43ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2013-11-30,2013-12-24,2014-01-26,Público,"	-21:14:31,478","	-39:59:24,329","-21,2420772222","-39,9900913888",SIRGAS2000,Definitiva,Vertical,3577.0,3596.0,3596.0,MR,19.0,0.0,1400.0,NM,nan,Lagoa Feia,Macabu,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-60,ENSCO 6003,I,2024-11-24
7-JUB-44-ESS,34281027241,Petrobras,7JUB44ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2013-09-05,2013-11-25,2015-06-21,Público,"	-21:15:45,471","	-40:00:29,844","-21,2626308333","-40,00829",SIRGAS2000,Definitiva,Vertical,4653.0,4827.0,4830.0,MR,19.0,0.0,1355.0,NM,nan,Lagoa Feia,Macabu,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-61,ENSCO 6004,S,2024-11-24
7-JUB-45-ESS,34281027217,Petrobras,7JUB45ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO E GÁS NATURAL,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2013-08-17,2013-11-08,2014-02-19,Público,"	-21:14:38,366","	-39:58:52,216","-21,2439905555","-39,9811711111",SIRGAS2000,Definitiva,Vertical,-4627.0,4660.0,4660.0,MR,33.0,0.0,1417.0,NM,nan,Lagoa Feia,Macabu,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,NS-33,NORBE IX,S,2024-11-24
7-JUB-49-ESS,34281027861,Petrobras,7JUB49ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,INJEÇÃO DE ÁGUA,FECHADO,2014-10-31,2015-04-08,2016-07-29,Público,"	-21:17:01,084","	-40:01:24,423","-21,2836344444","-40,0234508333",SIRGAS2000,Definitiva,Vertical,-4684.0,4696.0,4696.0,MR,12.0,0.0,1330.0,NM,nan,Lagoa Feia,Macabu,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,NS-09,S. C. LANCER,S,2024-11-24
7-JUB-53H-ESS,34281027742,Petrobras,7JUB53HESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2014-08-27,2014-09-30,2015-01-22,Público,"	-21:15:38,304","	-40:03:32,328","-21,26064","-40,05898",SIRGAS2000,Definitiva,Horizontal,2799.0,4039.0,4039.0,MR,24.0,0.0,1237.0,NM,nan,Campos,Carapebus,nan,Existe,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-49,SEDCO 707,N,2024-11-24
7-JUB-57DPA-ESS,34281027510,Petrobras,7JUB57DPAESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2014-03-10,2014-04-24,2015-01-06,Público,"	-21:14:31,477","	-39:59:24,329","-21,2420769444","-39,9900913888",SIRGAS2000,Definitiva,Direcional,4645.0,4728.0,4728.0,MR,19.0,0.0,1401.0,NM,nan,Lagoa Feia,Macabu,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-60,ENSCO 6003,S,2024-11-24
7-JUB-58DP-ESS,34281027689,Petrobras,7JUB58DPESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2014-07-02,2014-08-17,2014-10-08,Público,"	-21:16:23,379","	-40:01:10,075","-21,2731608333","-40,0194652777",SIRGAS2000,Definitiva,Direcional,4712.0,4754.0,4754.0,MR,23.0,0.0,1340.0,NM,nan,Lagoa Feia,Macabu,nan,Existe,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-79,LONE STAR,S,2024-11-24
7-JUB-61D-ESS,34281029681,Petrobras,7JUB61DESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2021-03-30,2021-10-22,2021-12-31,Público,"	-21:14:30,112","	-39:58:39,672","-21,2416977777","-39,9776866666",SIRGAS2000,Definitiva,Direcional,4680.0,4760.0,4760.0,MR,31.0,0.0,1428.0,NM,nan,Lagoa Feia,Coqueiros,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-81,NORBE VI,S,2024-11-24
7-JUB-62DA-ESS,34281029762,Petrobras,7-JUB-62DA-ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2021-12-12,2022-02-22,2022-03-09,Público,"	-21:15:34,286","	-40:00:51,071","-21,2595238888","-40,0141863888",SIRGAS2000,Definitiva,Direcional,4637.0,4716.0,4716.0,MR,23.0,0.0,1344.0,NM,nan,Lagoa Feia,Coqueiros,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,"NS-33, SS-79","LONE STAR, NORBE IX",S,2024-11-24
7-JUB-62D-ESS,34281029760,Petrobras,7-JUB-62D-ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-12-11,2021-12-12,2021-12-12,Público,"	-21:15:33,400","	-40:00:52,349","-21,2592777777","-40,0145413888",SIRGAS2000,Definitiva,Direcional,1409.0,1409.0,1409.0,MR,23.0,0.0,1343.0,NM,nan,Lagoa Feia,Coqueiros,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"NS-33, SS-79","LONE STAR, NORBE IX",I,2024-11-24
7-JUB-63-ESS,34281029966,Petrobras,7-JUB-63-ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2023-01-07,2023-02-24,2023-03-18,Confidencial,"	-21:18:12,512","	-40:01:07,288","-21,3034755555","-40,0186911111",SIRGAS2000,Definitiva,Vertical,4501.0,4526.0,4526.0,MR,25.0,0.0,1312.0,NM,nan,Lagoa Feia,Coqueiros,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-55,West Jupiter,S,2024-11-24
7-JUB-67H-ESS,34281030041,Petrobras,7-JUB-67H-ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2023-05-13,2023-09-11,2023-09-15,Confidencial,"	-21:11:19,866","	-39:57:22,541","-21,1888516666","-39,9562613888",SIRGAS2000,Definitiva,Horizontal,2624.0,3833.0,3833.0,MR,23.0,0.0,1483.0,NM,nan,Campos,Carapebus,nan,Existe,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-79,LONE STAR,N,2024-11-24
7-JUB-69-ESS,34281030076,Petrobras,7-JUB-69-ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2023-06-25,2023-08-25,2023-09-18,Confidencial,"	-21:17:25,279","	-40:01:30,213","-21,2903552777","-40,0250591666",SIRGAS2000,Definitiva,Vertical,-4492.0,4523.0,4523.0,MR,31.0,0.0,1311.0,NM,nan,Lagoa Feia,Coqueiros,nan,Existe,nan,nan,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-42,ODN II,S,2024-11-24
7-JUB-9HP-ESS,34281024073,Petrobras,7JUB9HPESS,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2009-07-31,2010-02-02,2010-04-18,Público,"	-21:14:42,722","	-40:01:57,309","-21,2452005555","-40,0325858333",SIRGAS2000,Definitiva,Horizontal,2855.0,4500.0,4500.0,MR,19.0,0.0,1299.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-60,ENSCO 6003,N,2024-11-24
7-LD-3-ES,342700127700,Vipetro,7LD  0003  ES,ES,Espírito Santo,LD_R13AM,LD   ,LAGOA DO DOUTOR,T,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ARRASADO,1985-05-27,1985-06-07,1985-06-07,Público,"	-19:29:16,156","	-39:47:08,404","-19,4878211111","-39,7856677777",SIRGAS2000,Definitiva,Vertical,0.0,1951.0,0.0,MR,11.0,0.0,0.0,NM,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,SC-60,SONDA CONVENCIONAL 60,I,2024-11-24
7-LI-16D-RJS,742810192200,Trident Energy,7LI  0016D RJS,RJ,Campos,LI,LI   ,LINGUADO,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,1992-03-05,1992-04-24,1992-04-24,Público,"	-22:46:18,643","	-40:48:05,491","-22,7718452777","-40,8015252777",SIRGAS2000,Definitiva,Direcional,0.0,3130.0,0.0,MR,27.0,0.0,107.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SS-16,PETROBRAS X,I,2024-11-24
7-LI-17D-RJS,742810192600,Trident Energy,7LI  0017D RJS,RJ,Campos,LI,LI   ,LINGUADO,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,1992-04-08,1992-05-21,1992-05-21,Público,"	-22:45:08,175","	-40:49:38,885","-22,7522708333","-40,8274680555",SIRGAS2000,Definitiva,Direcional,0.0,3067.0,0.0,MR,25.0,0.0,90.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SS21                          ,nan,I,2024-11-24
7-LI-9-RJS,742810168200,Trident Energy,7LI  0009  RJS,RJ,Campos,LI,LI   ,LINGUADO,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,1987-02-18,1987-03-19,1987-03-19,Público,"	-22:44:23,876","	-40:47:40,148","-22,7399655555","-40,7944855555",SIRGAS2000,Definitiva,Vertical,0.0,3090.0,0.0,MR,27.0,0.0,104.0,NM,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,PA-7                          ,nan,I,2024-11-24
7-LL-10-RJS,74316026421,Petrobras,7LL10RJS,RJ,Santos,BM-S-11,TUP  ,TUPI,M,S,7,Desenvolvimento,INJEÇÃO DE ÁGUA,INJETANDO,2014-07-31,2014-12-08,2015-02-02,Público,"	-25:30:38,927","	-42:47:06,400","-25,5108130555","-42,7851111111",SIRGAS2000,Definitiva,Vertical,-5180.0,5206.0,5206.0,MR,26.0,0.0,2126.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-68,WEST TAURUS,S,2024-11-24
7-LL-15D-RJS,74316027430,Petrobras,7LL15DRJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2014-01-27,2014-03-11,2014-04-05,Público,"	-25:22:43,160","	-42:43:51,473","-25,3786555555","-42,7309647222",SIRGAS2000,Definitiva,Direcional,-5091.0,5145.0,5146.0,MR,26.0,0.0,2138.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-83,ALPHA STAR,S,2024-11-24
7-LL-27-RJS,74316027093,Petrobras,7LL27RJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2013-05-29,2013-07-23,2013-08-16,Público,"	-25:11:57,090","	-42:55:01,428","-25,1991916666","-42,9170633333",SIRGAS2000,Definitiva,Vertical,-5170.0,5195.0,5195.0,MR,25.0,0.0,2216.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,NS-36,Cerrado,S,2024-11-24
7-LL-36-RJS,74316027525,Petrobras,7LL36RJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2014-03-20,2014-03-30,2014-04-12,Público,"	-25:10:40,524","	-42:55:45,266","-25,1779233333","-42,9292405555",SIRGAS2000,Definitiva,Vertical,2672.0,2672.0,2672.0,MR,38.0,0.0,2236.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-58,ODN TAY IV,N,2024-11-24
7-LL-45D-RJS,74316028079,Petrobras,7LL45DRJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2015-02-21,2015-04-04,2015-04-17,Público,"	-25:10:18,727","	-42:53:00,547","-25,1718686111","-42,8834852777",SIRGAS2000,Definitiva,Direcional,-5059.0,5505.0,5505.0,MR,38.0,0.0,2227.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-69,WEST EMINENCE,S,2024-11-24
7-LL-46-RJS,74316027797,Petrobras,7LL46RJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2014-09-24,2014-10-30,2014-11-26,Público,"	-25:33:25,857","	-42:45:13,826","-25,5571825","-42,7538405555",SIRGAS2000,Definitiva,Vertical,-5185.0,5210.0,5214.0,MR,24.0,0.0,2160.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-34,Pacific Mistral,S,2024-11-24
7-LL-80A-RJS,74316028553,Petrobras,7LL80ARJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,nan,ABANDONADO PERMANENTEMENTE,2015-11-16,2015-12-03,2015-12-08,Público,"	-25:29:52,370","	-42:43:45,400","-25,4978805555","-42,7292777777",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,25.0,0.0,2152.0,NM,nan,Guaratiba,Barra Velha,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-45,Brava Star,I,2024-11-24
7-LL-80DB-RJS,74316028647,Petrobras,7LL80DBRJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2015-12-09,2016-05-23,2016-06-26,Público,"	-25:29:40,623","	-42:44:09,208","-25,4946175","-42,7358911111",SIRGAS2000,Definitiva,Direcional,-5048.0,5353.0,5339.0,MR,25.0,0.0,2146.0,NM,nan,Guaratiba,Barra Velha,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-45,Brava Star,S,2024-11-24
7-LL-80-RJS,74316028552,Petrobras,7LL80RJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,nan,ABANDONADO PERMANENTEMENTE,2015-11-06,2015-11-12,2015-11-15,Público,"	-25:29:52,370","	-42:43:44,400","-25,4978805555","-42,729",SIRGAS2000,Definitiva,Vertical,0.0,0.0,0.0,MR,25.0,0.0,2155.0,NM,nan,Guaratiba,Barra Velha,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-45,Brava Star,I,2024-11-24
7-LPN-7-BA,202400439700,Recôncavo E&P,7LPN 0007  BA,BA,Recôncavo,BT-REC-10,LPN  ,LAGOA DO PAULO NORTE,T,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,1985-08-26,1985-09-12,1985-09-12,Público,"	-12:12:53,773","	-38:07:57,122","-12,2149369444","-38,1325338888",SIRGAS2000,Definitiva,Vertical,0.0,1965.0,0.0,MR,112.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-80,SONDA CONVENCIONAL 80,nan,2024-11-24
7-LPS-2-BA,202400391600,Recôncavo E&P,7LPS 0002  BA,BA,Recôncavo,BT-REC-10,LPS  ,LAGOA DO PAULO SUL,T,N,7,Desenvolvimento,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1983-07-07,1983-08-23,1983-08-23,Público,"	-12:15:58,320","	-38:09:05,566","-12,2662","-38,1515461111",SIRGAS2000,Definitiva,Vertical,0.0,2992.0,0.0,MR,102.0,0.0,0.0,NM,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SC-80,SONDA CONVENCIONAL 80,nan,2024-11-24
