bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),profundidade_(m),identificador_da_caixa,total_de_caixas,data_de_conclusão_do_poço,município/estado,depositária
SANTOS,86316028137.0,1-KPGL-8-SPS,2045.5,01/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2049.5,01/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2054.5,01/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2057.5,01/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2061.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2090.5,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2106.5,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,1875.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,1900.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,1911.5,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2107.5,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2108.8,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2111.2,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2112.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2148.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2161.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2179.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2215.5,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2223.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2268.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316028137.0,1-KPGL-8-SPS,2317.0,02/02 ANP/SWC,2.0,2015-05-16,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1740.1,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1750.7,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1835.7,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1854.9,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1859.7,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1865.5,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1867.3,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1870.3,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1871.9,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1874.9,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1877.5,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1878.7,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1881.7,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1885.7,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1916.9,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1943.1,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1946.8,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1952.1,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1955.8,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1958.5,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1962.2,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1966.4,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1969.0,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1972.4,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1989.8,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1997.1,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,2000.3,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029977.0,9-NEO-1-SPS,1895.3,01/01 ANP/SWC,1.0,2023-02-22,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,1954.0,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,1968.5,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,1971.5,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,1980.4,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2028.5,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2046.0,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2057.0,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2096.0,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2122.3,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2126.3,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
SANTOS,86316029988.0,9-NEO-2D-SPS,2130.5,01/01 ANP/SWC,1.0,2023-03-26,RIO DE JANEIRO/RJ,KAROON
POTIGUAR,72100023806.0,3-PTX-22-RN,481.3,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,480.8,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,480.3,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,479.6,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,479.2,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,478.6,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,477.8,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,475.8,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,475.3,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,450.2,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,449.5,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023806.0,3-PTX-22-RN,448.7,1 de 01,1.0,2009-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,2622.8,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,2626.2,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3542.2,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3553.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3636.2,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3640.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3650.2,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3661.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3669.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3700.2,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3704.8,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3711.2,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3716.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3722.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3734.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3739.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3743.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3748.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3757.3,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3765.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3775.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3780.8,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3784.5,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3856.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3858.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3861.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,3873.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR TERRA,72100024962.0,3-BRSA-859D-RN,4094.0,26,1.0,2011-01-05,RIO DE JANEIRO/RJ,ORIGEM
SERGIPE,90120025077.0,4-GALP-36-SE,946.0,BR-53879,13.0,2010-10-27,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,769.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,772.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,773.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,774.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,790.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,815.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,828.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,840.1,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,847.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,890.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,901.5,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,921.6,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,929.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,948.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,959.9,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,965.0,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,967.5,nan,1.0,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,350.0,1,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,351.0,2,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,352.0,3,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,368.0,4,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,369.0,5,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,421.6,6,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,454.5,7,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,455.5,8,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,471.5,9,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,474.0,10,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,479.5,11,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,480.5,12,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,598.5,13,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,599.5,14,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,612.5,15,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,658.0,16,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,662.5,17,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,693.0,18,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,696.0,19,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,718.0,20,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,733.0,21,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022806.0,1-BRSA-580-RN,736.0,22,22.0,2008-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,299.0,1,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,328.0,2,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,341.0,3,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,346.5,4,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,373.0,5,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,376.0,6,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,381.5,7,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,401.0,8,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,422.5,9,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,427.5,10,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,452.0,11,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,460.0,12,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,474.5,13,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,490.0,14,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,510.0,15,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,517.0,16,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,528.0,17,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,534.0,18,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,575.5,19,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,689.5,20,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,710.0,21,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,738.0,22,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,751.0,23,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000276500.0,3-BAL-3-RN,769.5,24,24.0,1987-02-02,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022979.0,3-BRSA-608-RN,904.0,1,32.0,2009-11-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,72100022979.0,3-BRSA-608-RN,906.5,2,32.0,2009-11-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,729.5,1,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,781.6,2,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,782.5,3,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,783.0,4,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,784.1,5,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,784.5,6,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000251600.0,7-LOR-9-RN,798.9,7,7.0,1986-05-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,1939.0,1,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,1948.0,2,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2105.5,3,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2109.4,4,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2173.0,5,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2727.8,6,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2735.9,7,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2749.7,8,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2759.0,9,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2768.0,10,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2780.3,11,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2794.0,12,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2806.0,13,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2814.1,14,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2822.6,15,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,20240027563.0,7-MGP-105-BA,2836.9,16,1.0,2014-07-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
