;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Profundidade (m);Identificador da caixa;Total de caixas;Data de conclusão do poço;Município/Estado;Depositária
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6101.85;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6103.36;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6108.86;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6113.30;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6117.00;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6121.86;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6126.31;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6129.20;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6133.74;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6138.20;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6141.20;1;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6146.64;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6149.00;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6150.21;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6153.00;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6158.87;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6164.42;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6171.04;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6175.00;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6176.00;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
SANTOS;86316030028; 7-BAC-3-SPS (PE-EO-105);6182.00;2;2;25/09/2023;RIO DE JANEIRO/RJ;EQUINOR
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;1939;1;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;1948;2;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2173;5;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2759;9;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2768;10;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2794;12;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2806;13;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2849;17;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2870;18;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
RECÔNCAVO TERRA;20240027563;7-MGP-105-BA;2900;20;1;19/07/2014;SIMÕES FILHO/BA;PETRORECÔNCAVO
CAMPOS;34281025620;3-BP-4-ESS;4624 ??;2;4;27/11/2011;SÃO GONÇALO/RJ;PETRORIO
CAMPOS;74281021197;1-DEV-6-RJS;1955;;3;02/02/2005;SÃO GONÇALO/RJ;PETRORIO
CAMPOS;74281022057;1-DEV-9-RJS;648;;4;10/12/2006;SÃO GONÇALO/RJ;PETRORIO
CAMPOS;74281022057;1-DEV-9-RJS;2121;;5;10/12/2006;SÃO GONÇALO/RJ;PETRORIO
CAMPOS;74281022099;1-DEV-10-RJS;1253;;6;09/01/2007;SÃO GONÇALO/RJ;PETRORIO
CAMPOS;74281022099;1-DEV-10-RJS;2194;;5;09/01/2007;SÃO GONÇALO/RJ;PETRORIO
CAMPOS;74281021240;3-DEV-7-RJS;1534;;5;24/03/2005;SÃO GONÇALO/RJ;PETRORIO
